lines_of_code,cyclomatic_complexity,num_functions,num_classes,avg_function_length,defect
964,15,27,99,34,1
1358,9,48,16,28,1
4227,44,53,93,162,1
563,32,27,39,11,1
1970,22,15,69,29,1
3644,25,96,48,6,1
4891,41,2,74,157,1
1459,26,15,36,147,1
4852,45,172,52,143,1
4616,29,172,71,6,1
3240,18,11,80,137,1
4541,36,195,64,124,1
1605,20,96,0,30,1
854,33,162,38,146,1
1329,20,180,29,109,0
3627,3,68,83,123,1
2951,43,157,42,42,1
1437,34,48,22,158,1
4738,6,143,30,182,1
2811,31,139,86,124,1
2729,35,42,68,39,1
2156,32,101,51,59,1
4273,42,177,54,60,1
4881,9,125,5,62,1
2818,46,74,46,87,1
4003,48,15,99,84,1
3236,27,11,16,189,1
3330,24,49,46,107,1
2623,22,125,55,76,1
4666,30,138,46,179,1
2649,36,144,36,67,1
4083,26,11,90,120,1
286,2,197,73,30,1
1354,42,78,27,129,1
3480,44,54,40,183,1
1351,7,177,55,133,1
2591,27,149,65,193,1
2101,16,141,70,140,1
491,49,24,7,40,1
2126,46,83,35,196,1
3230,29,178,32,19,1
2707,21,50,64,73,1
3848,26,196,30,7,1
854,18,199,75,63,1
124,1,124,52,188,1
2225,2,18,87,183,1
3974,14,191,79,85,1
2139,38,54,80,166,1
90,15,109,50,102,1
2131,36,89,10,80,1
4733,24,188,34,167,1
1672,25,55,24,91,1
391,9,145,99,90,1
4102,15,8,51,48,1
2124,37,3,67,54,1
695,6,109,76,75,1
4876,43,167,38,135,1
4313,45,159,67,47,1
659,12,99,54,136,1
504,27,63,62,40,1
3003,7,100,3,88,1
1758,28,176,7,16,1
3522,12,96,46,86,1
3019,42,81,59,103,1
3078,35,186,55,90,1
4847,2,45,8,120,1
2731,26,87,77,197,1
3679,20,3,67,62,1
4275,25,162,35,195,1
3117,21,181,86,18,1
1436,1,23,37,160,1
3826,28,177,19,104,1
2916,38,159,93,112,1
4838,13,72,94,168,1
3413,30,21,49,5,1
4939,10,184,1,43,1
4174,45,139,79,159,1
198,22,131,10,126,1
3900,29,114,83,108,1
2108,5,7,5,48,1
1186,8,38,89,114,1
236,11,68,85,16,1
2904,26,183,14,170,1
1300,19,9,4,28,1
1383,19,67,45,96,1
4243,30,10,68,111,1
4200,36,45,38,25,1
2761,42,23,55,24,1
4903,9,18,7,129,1
4551,7,190,8,137,1
1835,18,184,58,113,1
800,9,133,27,73,1
1812,6,90,54,150,1
3970,6,82,87,172,1
4510,45,196,79,21,1
531,22,83,60,84,1
203,17,80,39,113,1
1574,15,36,62,101,0
2170,9,130,19,112,1
2393,6,29,75,112,1
1290,23,75,51,164,1
110,17,153,54,65,1
988,32,23,75,193,1
1689,32,53,26,151,1
4170,37,192,33,152,1
4276,3,78,25,185,1
3619,16,75,54,176,1
1302,2,132,30,53,1
4253,3,74,92,72,0
221,41,13,63,127,1
1508,14,157,16,25,1
3599,14,149,46,81,0
4247,30,98,76,85,1
2372,49,136,63,56,1
1686,40,98,28,82,1
3165,49,136,17,62,1
4140,27,39,8,5,1
3054,17,81,18,104,1
379,39,167,58,113,1
3690,9,181,93,181,1
3944,36,70,4,35,1
4157,10,37,7,136,1
1391,29,95,74,158,1
3713,4,199,49,113,1
265,21,173,61,87,1
388,37,160,8,84,1
4112,2,159,90,131,1
2758,15,129,12,180,1
3202,28,130,40,86,1
1800,25,54,21,34,1
2471,26,159,10,162,1
759,9,142,18,119,1
3776,30,119,87,89,1
3692,9,152,51,176,1
4043,1,13,92,175,1
538,12,84,24,48,1
96,45,3,28,96,1
3409,13,73,61,186,1
4923,14,34,7,162,1
4856,10,10,76,19,1
450,17,79,44,112,1
4040,17,113,9,145,1
3207,31,70,13,16,1
4395,46,11,58,45,1
440,49,125,23,26,1
3903,26,108,15,38,1
4480,35,29,74,123,1
678,36,111,49,70,1
4282,11,104,29,5,1
2980,16,158,51,131,1
1571,29,79,1,171,1
876,45,2,33,16,1
4872,18,141,14,105,1
1550,11,90,35,187,1
3344,11,117,12,42,1
2469,9,165,4,199,1
984,25,149,34,81,1
3092,32,21,42,85,1
4547,34,42,93,157,1
1516,3,197,84,52,1
3611,14,190,7,83,1
664,48,71,6,18,1
1232,40,123,75,55,1
3273,25,88,48,37,1
2717,16,187,14,108,1
180,36,79,61,17,1
3033,9,68,18,124,1
4328,4,23,38,10,1
4509,45,176,0,71,1
88,2,89,93,167,1
4009,25,15,16,154,1
3637,22,45,23,61,1
970,5,141,28,119,0
2819,49,2,40,183,1
4161,21,185,61,106,1
542,10,112,90,71,1
1181,23,102,91,44,1
3571,27,9,10,7,1
360,30,151,4,124,1
788,4,141,45,66,1
3291,6,165,18,58,1
595,26,69,91,152,1
2511,10,17,54,59,1
4396,49,22,44,85,1
4904,5,160,59,121,0
1854,39,128,91,20,1
3262,37,114,6,172,1
3860,40,187,48,179,1
863,1,22,40,103,1
4174,34,143,35,43,1
2082,48,126,56,135,1
4622,8,101,26,111,1
4463,21,16,85,173,1
294,31,33,74,156,1
4893,47,35,46,71,1
4842,23,157,53,190,1
321,11,119,73,110,1
3561,16,75,39,34,1
1821,27,103,23,167,1
1312,7,81,58,65,1
2474,49,147,36,142,1
4411,24,130,87,199,1
970,32,25,96,189,1
3480,35,87,12,75,1
4485,31,22,70,48,1
4534,47,181,19,51,1
2674,29,5,25,136,1
3810,4,83,87,120,1
2100,35,190,92,152,1
3550,11,117,89,10,1
1215,34,142,55,74,1
425,39,92,95,64,1
2083,15,8,39,175,1
195,14,35,55,139,1
4438,21,67,60,120,1
481,7,144,16,112,1
754,17,61,57,86,1
2682,42,70,63,95,1
4544,18,37,32,125,1
1013,14,89,55,55,1
2284,38,189,98,123,1
2091,29,111,41,159,1
1878,10,65,30,7,1
2158,17,183,46,54,1
4118,32,159,19,155,1
988,20,140,42,158,1
4855,17,63,15,162,1
856,46,150,69,8,1
1513,7,116,11,198,1
3465,39,132,16,22,1
60,44,93,64,60,1
1918,30,96,61,114,1
4917,38,22,71,123,1
934,40,107,70,85,1
3614,41,106,58,176,1
1439,10,59,73,169,1
3451,32,99,87,87,1
4371,26,45,89,116,1
874,48,59,2,17,1
2315,17,138,97,74,1
986,1,148,33,77,1
2850,39,35,86,139,1
2603,26,179,98,199,1
3895,30,139,14,197,1
1846,9,75,64,168,0
103,44,184,53,156,1
776,33,78,63,76,1
2786,26,17,8,178,1
3220,42,189,51,60,1
1963,10,180,72,61,1
1646,42,81,95,31,1
1964,32,184,47,172,1
2516,39,190,18,84,1
2787,47,51,90,51,1
899,42,40,55,140,1
2159,48,29,90,25,1
52,48,177,74,42,1
4305,33,27,90,198,1
4119,27,123,85,183,1
4926,43,176,77,105,1
942,29,182,21,165,1
2080,19,172,5,10,1
3210,18,181,89,77,1
2426,35,187,66,34,1
4725,47,13,1,30,1
1983,28,16,34,40,1
1430,38,44,87,111,1
3731,10,188,86,101,1
1340,3,196,75,130,1
1690,42,7,3,166,1
2732,29,78,93,139,1
1037,16,5,75,41,1
1268,36,7,94,168,1
1405,1,18,58,67,1
4315,18,195,13,117,1
4666,4,141,95,141,1
4185,5,77,55,55,1
1610,21,177,45,144,1
1468,4,156,30,44,1
1004,20,16,64,7,1
1033,19,83,84,39,1
1024,35,24,44,23,1
4183,45,53,42,69,1
4022,24,169,70,57,1
963,20,17,15,82,1
4599,28,117,81,92,1
86,38,187,84,177,1
3437,24,146,71,143,1
1761,20,8,52,159,1
3070,24,34,57,171,1
845,6,192,36,76,1
4086,38,89,20,31,1
4738,25,176,73,168,1
3161,32,198,70,121,1
1374,17,90,35,158,1
367,17,169,55,115,1
2446,5,18,34,168,1
2212,17,29,42,166,1
2795,9,99,69,185,1
1641,20,36,92,123,1
3161,2,27,99,85,1
3980,19,104,0,194,1
2046,9,64,46,28,1
1362,40,7,14,51,1
1335,19,178,76,58,1
4361,45,154,8,44,1
2433,4,111,99,117,1
3289,6,111,75,196,1
2189,36,8,8,80,1
1754,11,165,6,155,1
412,21,146,76,126,1
2654,42,172,80,99,1
1766,48,115,41,183,1
4501,25,157,68,47,1
4336,30,181,5,49,1
3788,18,29,39,182,1
2519,25,121,26,135,1
4845,21,37,37,199,1
606,23,16,71,159,1
875,30,3,0,137,1
2858,44,23,98,46,1
4571,46,56,0,25,1
2769,18,12,13,58,1
3558,33,33,20,9,1
3791,45,163,50,132,1
1624,35,41,54,19,1
4048,46,142,59,187,1
2179,22,49,17,132,1
2453,24,112,90,186,1
3379,23,50,75,5,1
638,1,26,98,166,1
2062,15,44,37,23,1
1597,48,197,35,171,1
344,28,115,7,87,1
2035,42,151,70,37,1
3167,20,146,2,179,1
1740,36,139,7,192,1
1186,43,72,29,194,1
2114,16,63,39,144,1
4505,5,134,39,129,1
4845,43,173,42,166,1
4593,15,124,91,158,1
4820,2,15,67,10,1
1057,24,67,2,92,1
2564,13,141,82,114,1
3576,23,123,18,78,1
4731,12,17,20,150,1
1297,46,90,68,119,1
3952,33,113,94,19,1
1485,44,108,24,16,1
621,45,99,92,13,1
2432,25,70,16,194,1
1295,35,103,20,65,1
2134,35,180,65,139,1
327,1,92,43,15,1
1937,43,31,11,70,1
4629,4,163,53,86,1
1315,31,148,2,103,1
4876,28,19,58,153,1
1090,11,13,62,86,1
967,32,4,99,27,1
935,2,6,63,161,1
2802,44,172,92,87,1
71,13,107,90,188,1
4619,17,106,52,169,1
3241,4,183,78,38,1
2403,31,69,11,171,1
4849,38,183,97,34,1
736,3,172,67,91,1
334,43,184,15,151,1
4861,12,95,58,141,1
3797,44,128,73,41,1
812,18,61,17,128,1
2478,30,95,16,91,1
2557,46,170,70,19,1
78,11,121,2,110,0
956,24,106,36,125,1
3154,21,30,40,190,1
4049,49,184,97,159,1
3044,48,12,20,145,1
2556,35,38,60,166,1
4715,4,148,6,108,1
3659,26,17,22,50,1
3603,8,135,3,6,1
1503,24,8,22,44,1
4883,43,157,29,26,1
3406,45,127,53,129,1
565,12,148,74,58,1
88,5,32,24,136,1
3392,16,44,10,11,1
936,32,74,73,136,1
2894,29,146,67,5,1
2254,33,154,5,169,1
1148,41,184,31,78,1
1873,14,189,3,161,1
3251,25,164,8,180,1
3205,8,140,42,82,1
3143,27,186,9,63,1
3580,35,73,63,103,1
3828,22,67,27,67,1
2946,7,147,48,60,1
3503,36,39,46,125,1
3561,47,120,12,28,1
1038,12,127,31,187,1
4166,9,102,52,66,1
4076,45,186,37,138,1
4229,35,91,43,73,1
1732,39,107,53,196,1
4715,19,138,80,188,1
4013,28,106,17,171,1
983,29,146,70,123,1
3648,8,101,13,96,1
3283,43,108,95,82,1
2030,27,114,58,35,1
1905,5,125,73,12,1
3106,48,175,51,139,1
842,29,51,90,115,1
841,35,39,63,158,1
1859,33,65,40,53,1
2305,32,36,5,95,1
3660,21,197,64,187,1
1657,10,133,32,6,1
1034,42,131,9,143,1
3726,16,168,49,180,1
3430,11,51,81,139,1
569,19,119,41,110,1
640,13,17,62,98,1
1100,15,11,79,60,1
3683,42,46,39,138,1
4494,36,63,10,165,1
1009,32,164,43,9,1
742,19,147,82,48,1
3949,15,41,91,53,1
4523,38,130,0,190,1
2996,22,27,23,119,1
576,49,28,94,114,1
3274,13,94,46,182,1
2303,20,61,30,175,1
3394,49,126,62,179,1
4015,15,165,74,177,1
1925,7,35,12,107,1
1813,22,19,37,97,1
570,43,59,67,148,1
1066,20,53,24,149,1
166,19,67,63,109,1
2483,27,146,41,177,1
633,8,85,45,193,1
444,18,35,16,102,1
3838,10,104,5,135,1
2818,49,178,87,53,1
4217,41,119,35,174,1
3910,35,168,90,27,1
323,15,103,72,120,1
2063,23,114,78,38,1
4483,12,57,56,175,1
1439,49,42,17,113,1
3616,27,105,60,168,1
4752,6,35,88,6,1
215,24,80,50,184,1
1617,22,83,41,117,1
778,9,67,77,16,1
2093,10,94,70,24,1
4247,3,188,28,161,1
3546,6,152,1,45,1
828,26,118,38,199,1
263,45,1,3,95,1
3812,14,178,7,114,1
1626,36,74,71,133,1
2498,42,95,86,191,1
2986,19,126,27,59,0
3167,48,55,97,111,1
641,39,184,54,125,1
2770,23,104,3,132,1
763,5,150,23,156,1
985,44,87,7,9,1
4387,15,22,64,105,1
51,30,107,79,129,1
2898,33,193,30,140,1
4094,38,197,23,68,1
1999,19,26,60,62,1
967,5,189,25,65,1
3224,9,128,75,84,1
2291,7,181,62,100,1
139,24,112,51,24,1
1759,41,162,44,80,1
2219,16,78,17,58,1
4288,37,128,55,7,1
3091,10,140,78,93,1
155,21,79,35,29,1
936,21,3,89,136,1
477,47,73,37,173,1
1945,15,10,53,31,1
366,13,69,73,199,1
684,7,130,23,158,1
1975,40,70,20,76,1
2106,8,134,70,55,0
3194,43,69,44,139,1
2320,41,174,5,43,1
1489,38,92,45,79,1
602,2,83,53,199,1
765,37,24,32,95,1
3961,22,165,20,9,1
1763,4,144,63,40,1
3439,47,180,20,169,1
1157,7,95,49,56,1
4256,1,116,8,102,1
300,19,110,60,71,1
2480,30,178,29,191,1
2104,2,29,49,68,1
508,13,55,27,69,1
257,28,55,84,37,1
949,14,167,73,119,1
3511,3,185,70,48,1
3435,16,19,22,178,1
71,25,134,54,35,1
459,46,178,24,60,1
944,47,35,14,51,1
564,3,118,90,112,1
4954,34,171,2,139,1
4159,3,56,17,29,1
2184,41,36,72,85,1
3645,29,15,68,61,1
3006,40,37,88,150,1
1610,19,182,78,142,0
1316,20,107,78,186,1
2219,21,125,15,115,1
3688,20,8,23,64,1
799,28,13,36,57,1
3477,47,69,77,35,1
4830,27,192,94,153,1
1977,44,179,30,190,1
3854,46,152,43,195,1
3752,25,83,20,157,1
2406,2,67,21,161,1
4840,43,8,44,36,1
2385,24,26,84,78,1
356,33,46,32,92,1
3715,19,95,96,92,1
2039,26,83,99,116,1
711,46,175,94,10,1
4694,41,148,60,126,1
361,3,45,79,161,1
2970,27,157,93,187,1
1132,14,173,15,97,1
3021,20,11,10,107,1
804,35,1,56,29,1
4180,23,137,35,166,1
4590,25,1,36,133,1
402,4,197,89,166,1
952,2,55,36,9,1
3938,2,24,11,154,1
208,25,120,45,141,1
2027,47,30,43,131,1
1006,23,167,67,48,1
2121,21,40,86,5,1
453,45,59,96,184,1
4661,25,53,36,135,1
2829,27,85,22,188,1
1437,11,23,95,45,1
3503,14,3,18,62,1
1005,17,142,49,52,1
1762,15,31,83,21,1
4753,46,6,6,60,1
1323,31,129,31,99,1
3861,34,183,70,119,1
2675,36,118,39,9,1
2432,40,18,5,119,1
1491,44,88,31,69,1
3029,13,122,8,38,1
1847,18,70,43,183,1
4440,17,34,48,124,1
4059,45,145,25,76,1
4900,44,31,90,146,1
1444,39,94,81,168,1
4331,28,124,51,197,1
1319,26,2,87,132,1
4782,48,157,34,166,1
3764,14,144,87,41,0
579,37,69,19,130,1
3673,11,198,42,162,1
3008,32,82,52,198,1
2964,24,77,53,172,0
4939,31,163,79,43,1
3641,40,186,18,131,1
2197,41,132,72,120,1
4623,8,8,80,14,1
3419,39,33,73,74,1
989,8,182,66,33,1
575,47,75,47,179,1
51,31,135,81,182,1
424,19,25,10,192,1
2390,36,147,26,20,1
4055,39,186,67,140,1
3102,32,60,44,113,1
4698,21,195,60,143,1
2415,23,106,34,98,1
1575,36,164,1,128,1
4526,15,193,9,52,1
1696,2,103,19,11,1
63,12,59,94,112,1
4649,38,11,58,54,1
2328,6,46,80,19,1
3205,46,92,90,185,1
179,38,71,68,11,1
3864,1,78,17,185,1
4983,38,85,83,55,1
3266,26,6,68,38,1
2988,48,135,37,156,1
3978,23,189,18,153,1
2090,1,60,8,14,1
77,21,159,17,87,1
2163,19,114,53,87,1
1302,29,23,36,25,1
4406,26,129,63,41,1
2096,34,169,54,134,1
4605,17,90,66,34,0
4073,18,36,91,103,1
4446,32,185,2,156,1
3424,4,35,12,46,1
3516,30,50,75,93,1
3131,31,111,4,178,1
3828,18,53,79,59,1
679,5,195,50,120,1
319,32,180,18,8,1
2689,29,170,72,184,1
2043,12,149,61,183,1
2941,15,158,26,196,0
3482,15,63,73,111,1
1330,35,38,24,74,1
2410,35,42,53,31,1
625,43,122,44,167,1
1357,14,94,11,132,1
3242,39,26,8,25,1
3228,18,6,26,5,1
2784,38,135,53,159,1
2262,22,127,25,151,0
2402,38,93,32,67,1
3618,11,148,27,35,1
1705,3,134,16,124,1
1629,14,178,18,84,1
2253,44,27,88,40,1
1440,25,80,39,28,1
1792,14,176,41,161,1
1975,47,161,50,26,1
669,31,85,62,25,1
1324,25,182,45,12,1
1006,41,104,22,151,1
1989,19,129,18,48,1
4003,12,154,56,45,1
2431,7,116,58,49,1
1018,49,118,79,121,1
1366,14,81,24,157,1
1093,29,192,80,79,1
331,47,60,76,165,1
2894,14,15,72,199,1
1108,23,150,91,36,0
4343,14,26,30,129,1
2582,23,137,70,70,1
3878,8,33,70,118,1
1058,13,60,99,84,1
1279,36,187,72,66,1
1085,44,11,18,34,1
4635,1,147,75,153,1
325,37,149,99,120,1
2790,26,170,26,40,1
2339,4,2,33,64,1
1289,16,11,89,179,1
175,25,179,37,74,1
4115,19,191,21,47,1
4362,20,132,84,178,1
3918,26,136,70,194,1
1258,32,47,37,17,1
3299,3,9,70,117,1
968,48,170,30,144,1
3973,7,170,36,150,1
4453,32,129,77,129,1
2019,5,133,58,133,1
2843,21,112,31,62,0
941,30,98,89,24,1
4520,20,73,71,74,1
2083,29,62,77,148,1
1414,24,112,78,44,1
178,1,17,62,143,1
1064,43,99,16,45,1
1849,25,102,56,37,1
4662,27,163,17,156,1
1568,25,102,62,65,1
4231,21,115,47,116,1
1248,17,192,89,122,1
3923,28,111,79,140,1
2524,32,114,37,31,1
3535,44,162,4,47,1
4099,34,116,56,38,1
3769,22,126,81,121,1
352,42,120,54,114,1
4002,19,177,39,176,1
4733,48,198,95,106,1
1036,8,102,78,172,1
1913,2,197,89,91,1
4490,5,12,2,119,1
4959,28,14,64,36,1
3122,4,10,80,15,1
3174,36,158,73,169,1
1377,1,76,14,83,0
2458,15,168,37,80,1
3723,13,155,2,69,1
3341,31,193,57,75,1
4083,17,189,16,156,1
753,6,92,4,147,1
624,24,181,48,80,1
3282,13,148,93,104,1
4833,21,152,44,148,0
2682,24,27,47,128,1
3878,22,91,59,157,1
3280,29,162,83,53,1
538,24,106,80,10,1
1397,44,151,9,29,1
3731,12,16,4,138,1
3223,20,178,69,176,1
4639,42,24,90,13,1
1717,34,64,40,195,1
1687,15,187,22,101,1
4164,4,37,94,26,1
3603,14,76,16,15,1
1050,1,98,46,93,1
900,33,185,5,104,1
1438,47,98,0,48,1
3762,43,11,36,100,1
1417,29,125,11,66,1
871,10,28,4,193,0
504,36,95,66,97,1
1674,14,150,2,22,1
2822,22,136,3,173,1
3776,33,186,4,129,1
3197,28,3,22,64,1
4139,7,147,35,33,1
4856,36,86,8,37,1
2240,36,195,79,19,1
966,41,22,94,34,1
4036,34,13,19,66,1
2925,37,113,31,194,1
1490,6,161,28,135,1
4450,35,143,47,190,1
785,27,197,73,39,1
3618,30,116,36,59,1
3388,32,11,89,14,1
3065,19,34,69,82,1
2939,22,94,73,37,1
1011,21,189,17,178,1
3039,5,67,63,106,1
3898,21,48,60,40,1
1076,41,1,14,67,1
3915,20,93,20,54,1
2913,38,150,47,111,1
2551,31,122,11,149,1
1997,37,94,13,57,1
1227,6,53,33,71,1
4810,31,170,21,86,1
61,47,32,24,45,1
4449,43,118,32,131,1
3414,24,162,35,180,0
3072,18,139,64,83,1
3421,29,136,69,180,1
2880,12,142,51,49,1
92,12,38,19,88,1
993,29,110,69,152,1
2440,7,190,90,155,1
2595,16,113,10,187,1
2461,12,157,87,128,1
1054,21,20,19,125,1
70,4,45,86,29,1
456,42,125,68,109,1
1064,17,106,94,192,1
4481,28,64,66,169,1
1888,31,143,30,85,1
3238,47,75,62,64,1
764,8,120,56,103,1
4196,46,31,92,42,1
3904,26,93,51,75,1
4469,40,25,33,113,1
4934,46,2,94,152,1
190,48,41,76,144,1
4615,31,72,43,78,1
4932,19,130,22,7,1
1013,7,102,74,142,1
422,49,181,24,47,1
3685,5,194,93,75,1
2591,13,33,80,141,1
3660,18,118,84,144,0
1742,18,25,65,194,1
155,20,129,79,181,1
1731,49,90,21,78,1
4147,23,110,80,82,1
4066,36,149,40,144,1
2686,49,100,98,147,1
2187,40,52,65,64,1
3466,33,60,88,71,1
4495,7,48,25,179,1
3580,40,67,59,57,1
1336,5,120,30,35,1
3229,32,5,32,188,1
3704,9,93,81,29,1
2409,30,27,87,112,1
494,32,28,13,123,1
85,39,142,23,37,1
1525,4,108,42,92,1
4007,25,6,54,75,1
1848,22,14,68,149,1
1895,8,19,56,197,1
1458,2,129,89,106,1
1758,37,62,65,56,1
2988,35,29,11,29,1
1350,37,168,56,72,1
1293,22,7,98,16,1
4026,1,84,42,51,1
3147,39,172,60,138,1
4666,42,74,98,152,1
59,48,102,28,10,1
2475,33,70,53,22,1
1710,49,141,95,53,1
2681,4,77,29,77,1
4865,48,95,79,76,1
1122,9,145,37,104,1
3275,8,112,65,52,1
1366,22,22,48,198,1
4195,49,82,52,8,1
3733,42,133,81,45,1
3323,49,9,72,100,1
195,21,70,64,99,1
3090,48,121,85,123,1
1512,41,181,84,38,1
4726,28,69,17,130,1
1634,37,159,26,98,1
532,2,107,16,103,1
3229,46,174,9,146,1
1299,17,131,54,39,1
4818,31,18,94,159,1
680,45,183,89,21,1
711,13,111,67,103,1
3553,45,19,79,164,1
2902,18,190,10,129,1
2516,24,14,59,59,1
1037,31,83,64,45,1
1596,33,146,98,80,1
699,31,189,78,122,1
1018,27,68,31,16,1
2687,36,40,73,199,1
1150,21,116,69,151,1
490,5,100,86,156,1
819,11,189,25,10,0
1393,34,44,4,118,1
4408,34,166,23,79,1
3779,48,41,76,108,1
3956,3,131,77,109,1
1627,6,14,82,153,1
4058,20,20,1,96,1
3401,4,79,45,178,1
4845,37,28,25,25,1
2399,39,76,30,45,1
3652,7,183,30,11,1
1291,17,36,19,61,1
1175,38,125,26,30,1
2651,36,67,61,44,1
1240,34,164,18,68,1
4181,6,69,27,23,1
4889,39,39,55,128,1
4498,2,142,45,90,1
122,18,124,13,6,1
1964,42,126,69,57,1
2522,27,145,75,124,1
3096,39,8,6,156,1
757,41,102,79,68,1
1854,19,13,18,41,1
3763,32,56,57,173,1
2614,24,41,34,192,1
2525,34,180,30,75,1
3660,25,179,37,176,1
4305,24,77,71,130,1
2873,25,17,45,123,1
1785,12,153,73,35,1
1635,30,75,80,106,1
116,6,61,54,184,1
3111,30,34,37,148,1
2478,33,173,93,199,1
4203,15,106,19,153,1
391,29,29,36,145,1
2824,14,12,26,135,1
2867,25,40,27,88,1
2711,45,41,1,120,1
1282,5,194,55,87,1
3924,2,123,23,182,0
2451,47,199,58,171,1
1544,16,183,30,33,1
4261,39,51,1,132,1
711,38,76,91,172,1
3933,17,159,36,19,1
3669,31,142,60,62,1
1918,1,58,31,165,1
2384,6,137,70,80,1
3424,31,81,62,124,1
1066,6,108,9,39,1
4456,36,174,50,133,1
257,8,31,3,152,1
2715,29,123,82,156,1
2543,9,34,76,183,1
682,22,171,94,120,1
2152,10,19,35,115,1
3009,24,36,94,154,1
3133,40,92,86,113,1
4802,2,1,30,86,1
1981,20,192,61,30,1
3769,17,89,15,174,1
2612,33,15,55,16,1
1729,14,105,85,188,1
286,32,107,8,137,1
4493,37,162,84,18,1
4775,24,56,49,159,1
1590,41,37,0,166,1
3993,20,182,45,168,1
413,49,176,78,18,1
2418,6,134,6,149,1
335,33,139,45,147,1
198,28,54,26,195,1
4087,11,24,96,104,1
4601,36,5,17,153,1
1816,20,113,69,199,1
4945,6,158,23,168,1
1062,8,75,25,173,1
2881,19,20,7,25,1
2557,15,65,39,173,1
1573,22,189,70,141,1
2835,2,32,33,187,1
2606,28,144,93,103,1
3775,36,41,58,110,1
4626,36,9,84,8,1
1651,44,85,75,145,1
2458,18,163,14,139,1
390,12,126,83,90,1
2867,19,53,97,110,1
2546,26,178,11,49,1
4980,25,189,5,97,0
1775,28,108,40,92,1
1739,15,155,98,85,1
3317,10,147,27,26,1
4456,39,45,24,174,1
311,34,119,4,84,1
1492,13,90,23,88,1
455,16,10,28,171,1
2240,40,153,28,28,1
4487,31,188,11,87,1
293,1,129,7,147,1
4635,49,179,50,183,1
4157,47,92,46,81,1
610,23,68,45,7,1
4187,14,182,1,56,1
2775,39,163,47,109,1
643,30,68,49,177,1
1876,42,107,30,23,1
3279,20,69,65,48,1
3337,25,47,48,124,1
4123,11,68,80,82,1
183,26,83,84,105,1
3188,21,156,40,126,1
3969,5,87,11,183,1
122,7,66,2,125,1
4544,12,11,66,59,1
4275,2,111,24,111,1
3028,39,94,23,168,1
4411,21,86,39,177,1
2035,32,125,30,79,1
842,5,24,2,144,1
4309,27,100,9,73,1
144,31,90,91,30,1
1183,12,105,63,78,1
4967,36,181,96,79,1
287,21,83,21,169,1
2996,19,83,16,29,1
2580,3,117,40,10,1
2010,17,145,51,115,1
1098,30,90,3,82,1
2579,36,120,51,107,1
3014,9,172,17,27,1
1013,34,173,85,126,1
586,29,8,50,8,1
4273,10,64,4,46,1
3729,9,140,54,53,1
4237,40,64,79,68,1
3774,11,113,75,162,1
592,19,26,41,19,1
895,22,16,33,183,0
3653,49,112,40,9,1
3086,22,60,68,32,1
2544,49,42,2,136,1
4535,47,33,31,133,1
2769,16,183,43,198,1
1934,17,145,59,115,1
4188,40,69,64,43,1
4399,7,132,1,117,1
3251,31,195,44,70,1
2760,4,65,98,150,1
2003,29,19,7,8,1
4787,7,154,57,181,1
3900,43,36,50,148,1
739,30,52,55,111,1
2000,3,129,66,19,1
506,25,81,87,89,1
2180,34,100,23,152,1
4026,33,38,22,6,1
4294,31,123,21,42,1
1229,24,92,65,146,1
4335,38,142,12,47,1
3615,46,173,8,43,1
932,4,150,22,140,1
449,48,36,24,120,1
658,10,11,85,51,1
1688,25,112,46,16,1
2198,37,132,58,169,1
1432,43,180,97,178,1
1453,1,42,83,136,1
869,17,96,51,160,1
3342,46,79,40,31,1
869,7,14,16,42,1
469,14,14,39,139,1
4269,1,47,27,66,1
4567,6,85,40,21,1
3352,39,81,78,111,1
1558,43,115,77,153,1
817,10,195,72,118,1
2094,21,20,5,108,1
2189,3,30,21,35,1
3079,19,54,0,117,1
1599,28,162,95,145,1
1814,2,134,88,93,1
2695,27,124,26,123,1
3766,44,96,14,147,1
4655,32,97,96,102,1
4531,12,195,43,91,1
2343,1,91,30,186,1
4887,46,119,68,147,1
2758,43,96,59,126,1
950,40,56,96,132,1
3134,29,137,43,9,1
2059,9,88,40,161,1
291,18,193,78,74,1
2435,45,81,55,11,1
4318,36,104,62,71,1
721,16,110,28,31,1
213,35,153,99,130,1
514,36,16,13,43,1
3092,4,48,83,170,1
4642,40,144,92,130,1
4845,43,27,6,106,1
2492,35,6,2,40,1
4848,19,103,73,185,1
2405,6,133,52,168,1
4328,31,36,86,38,1
4774,27,174,99,172,1
2607,3,107,24,156,1
595,36,39,31,143,1
4769,36,38,54,164,1
3885,2,42,15,175,1
643,48,82,75,97,1
4889,37,69,18,148,1
3854,15,196,71,146,1
1509,37,35,41,179,1
3543,23,22,1,117,1
2651,44,197,5,62,1
2494,47,99,99,187,1
2722,6,110,25,165,1
4250,33,45,92,158,1
66,5,134,67,131,1
3241,21,68,41,66,1
442,28,97,49,91,1
474,21,101,33,68,1
621,24,173,62,102,1
3681,28,73,90,128,1
1170,11,106,99,43,1
291,22,49,3,66,1
3947,46,180,32,121,1
4145,46,84,57,137,1
2329,34,178,92,81,1
838,37,186,53,45,1
764,41,143,24,92,1
4904,17,1,25,155,1
2899,15,69,72,118,1
825,29,59,90,108,1
4076,34,170,32,134,1
2297,41,141,70,25,1
128,43,110,95,95,1
3976,22,68,80,196,1
905,27,116,65,11,1
