loc,complexity,args,nesting_depth,returns,variables,methods_called,is_smelly
16,4,0,2,2,1,3,0
127,13,9,7,14,15,21,1
235,16,8,4,8,26,14,1
116,14,5,5,12,28,14,1
15,1,1,1,1,2,1,0
199,38,2,8,1,20,4,1
25,2,2,0,1,4,2,0
119,21,9,6,6,19,18,1
80,37,7,9,13,14,21,1
111,22,10,4,9,20,14,1
26,2,3,1,1,1,0,0
21,2,3,2,1,3,0,0
175,2,3,7,13,18,21,1
245,34,9,8,5,24,19,1
175,29,6,9,11,21,10,1
124,16,9,4,11,27,13,1
148,25,6,7,14,25,11,1
286,39,10,8,10,14,23,1
20,3,0,2,2,3,2,0
9,3,1,1,2,4,0,0
61,37,9,9,12,11,21,1
159,34,5,5,4,3,4,1
24,4,1,2,0,2,2,0
26,3,2,0,0,4,0,0
25,1,3,2,1,2,2,0
22,3,0,0,1,3,0,0
100,35,11,5,7,24,10,1
24,4,2,1,0,1,0,0
27,4,3,0,0,3,2,0
126,26,6,4,11,20,15,1
17,1,2,1,1,1,0,0
292,15,6,8,9,18,17,1
192,37,11,4,12,23,2,1
180,31,11,7,12,28,23,1
64,26,9,5,6,28,18,1
153,20,10,8,5,25,20,1
198,36,10,4,11,21,14,1
15,1,2,1,2,1,1,0
20,4,2,0,2,3,3,0
5,2,3,1,1,3,0,0
174,11,6,5,5,22,11,1
11,3,2,0,0,4,3,0
121,24,7,6,11,27,12,1
215,22,1,5,14,14,14,1
77,20,11,6,11,20,23,1
202,23,6,4,7,25,15,1
22,3,0,2,1,2,3,0
22,2,1,1,2,2,0,0
8,4,1,2,1,1,2,0
263,20,7,6,4,20,10,1
21,3,2,0,2,1,1,0
85,21,8,7,10,27,8,1
295,8,2,9,6,7,24,1
23,2,1,1,2,3,2,0
20,3,0,0,2,4,3,0
219,32,4,1,0,7,4,1
156,21,9,5,4,25,15,1
22,2,0,0,2,3,1,0
21,2,0,2,0,1,1,0
7,2,3,0,2,3,3,0
11,2,2,0,0,4,1,0
158,39,7,7,13,20,18,1
87,12,9,4,6,11,13,1
16,2,3,0,0,2,2,0
196,38,9,7,13,10,10,1
273,39,11,5,11,26,8,1
136,12,10,6,6,18,22,1
18,2,2,2,2,3,0,0
245,16,8,9,13,22,11,1
8,1,2,2,2,4,2,0
19,2,3,1,0,3,2,0
9,2,2,2,0,2,2,0
78,37,8,8,4,29,8,1
21,2,2,1,2,1,0,0
88,32,10,5,10,19,14,1
159,19,9,5,9,25,9,1
224,23,10,4,8,23,17,1
48,20,9,2,9,17,15,1
12,4,3,1,1,2,0,0
81,31,6,9,5,23,19,1
195,20,6,7,14,13,16,1
254,35,5,4,8,18,24,1
298,18,11,9,13,29,16,1
82,36,9,4,6,19,8,1
64,12,10,9,6,28,21,1
99,39,6,5,7,24,10,1
22,4,0,1,2,1,0,0
240,26,5,6,8,10,20,1
11,4,2,2,1,4,0,0
218,14,6,6,7,10,20,1
143,14,10,7,9,21,18,1
146,39,5,8,11,25,9,1
19,3,0,0,0,4,1,0
6,4,0,2,2,1,0,0
23,2,3,0,2,1,3,0
20,3,0,0,1,3,0,0
132,22,7,8,4,18,22,1
88,18,7,7,10,11,14,1
7,4,0,2,2,3,2,0
153,32,9,5,8,24,15,1
9,4,3,0,2,1,0,0
22,1,2,2,0,4,1,0
5,3,3,1,2,3,3,0
16,2,3,2,2,4,1,0
279,34,8,6,11,19,18,1
115,25,11,9,10,20,22,1
27,3,3,2,0,3,3,0
15,2,1,1,1,3,3,0
235,15,11,9,13,24,5,1
113,35,6,4,5,25,24,1
10,2,3,0,1,3,1,0
28,30,0,3,3,16,14,1
24,3,2,0,2,2,2,0
10,1,2,1,0,3,2,0
117,17,0,6,8,0,23,1
130,11,8,7,5,18,10,1
23,17,7,0,1,16,11,1
22,3,0,0,0,4,1,0
20,2,2,1,0,4,3,0
39,3,0,7,0,11,1,1
24,4,3,0,0,4,0,0
20,1,3,1,1,1,1,0
26,2,2,1,1,3,3,0
71,33,11,5,8,28,21,1
214,29,5,4,5,28,17,1
117,29,6,4,8,19,18,1
6,2,0,2,2,1,0,0
253,34,10,5,9,25,18,1
23,1,0,2,1,4,0,0
272,35,9,8,0,26,21,1
297,25,6,5,6,29,17,1
19,3,1,1,0,3,3,0
272,25,6,8,13,14,8,1
223,34,7,7,0,23,22,1
128,17,11,9,5,11,22,1
63,21,11,9,12,10,24,1
29,1,2,0,1,4,1,0
19,2,1,0,0,2,0,0
117,20,11,7,11,16,21,1
185,28,9,8,4,26,24,1
6,2,2,0,2,2,1,0
9,4,1,1,1,1,2,0
26,2,3,0,1,2,3,0
152,35,8,7,8,20,13,1
8,2,3,2,2,1,0,0
9,3,0,1,1,2,1,0
294,19,9,4,10,17,11,1
29,2,3,1,2,4,1,0
106,13,6,7,12,27,9,1
200,13,6,7,7,20,16,1
22,1,1,1,0,1,1,0
20,19,3,5,14,12,9,1
29,1,1,0,2,3,2,0
5,1,3,1,2,4,1,0
206,26,6,7,4,14,12,1
26,2,2,2,2,4,3,0
21,3,2,2,1,3,2,0
171,33,6,9,12,19,22,1
60,11,11,6,8,11,23,1
108,33,5,4,12,27,24,1
288,23,4,7,13,6,2,1
28,1,1,1,2,3,3,0
168,27,8,9,11,27,20,1
210,14,7,9,14,22,19,1
25,4,1,2,0,4,2,0
18,3,0,2,2,2,2,0
7,1,2,2,0,2,0,0
273,3,4,7,4,18,12,1
12,2,3,2,1,2,3,0
5,4,1,1,0,3,2,0
109,25,10,8,6,16,9,1
278,31,5,4,7,15,23,1
13,4,1,2,1,4,0,0
143,24,4,2,4,24,2,1
229,38,11,6,1,14,4,1
280,16,5,4,5,12,19,1
15,3,1,1,0,3,1,0
52,9,2,7,12,4,22,1
25,1,3,2,1,2,3,0
20,3,0,2,0,4,0,0
24,1,2,1,1,4,0,0
13,4,2,2,1,2,2,0
28,4,3,0,1,2,3,0
108,38,8,7,12,27,15,1
228,16,6,8,4,29,16,1
120,36,10,8,6,10,15,1
286,32,5,6,10,18,15,1
15,3,1,0,2,1,1,0
24,3,1,2,0,4,1,0
296,31,0,5,2,19,16,1
105,25,6,6,10,12,11,1
14,1,1,0,0,1,3,0
144,19,10,8,12,14,20,1
28,3,3,0,1,2,0,0
10,4,2,0,1,3,2,0
13,4,2,1,1,1,0,0
65,5,1,9,5,7,3,1
180,17,10,7,13,29,8,1
15,2,1,0,1,4,1,0
16,3,2,0,2,3,1,0
22,4,3,1,2,3,2,0
232,24,8,7,7,10,8,1
19,1,3,1,0,3,3,0
116,34,5,6,10,27,17,1
16,3,2,2,1,4,1,0
142,28,6,8,11,15,19,1
29,2,0,1,1,3,3,0
173,39,9,6,7,19,18,1
139,10,5,9,7,29,13,1
40,10,6,2,11,14,11,1
22,1,0,2,1,1,0,0
207,34,5,4,13,14,20,1
188,13,9,9,11,29,18,1
25,4,0,0,1,2,3,0
293,33,11,7,12,19,13,1
200,35,7,7,11,29,16,1
85,30,10,8,12,29,22,1
15,2,2,1,2,2,3,0
22,4,1,1,0,1,1,0
17,4,2,2,2,2,3,0
71,11,11,5,13,22,9,1
15,3,1,0,0,4,3,0
10,1,2,2,1,4,3,0
157,26,6,5,6,20,16,1
10,2,2,1,1,2,1,0
195,32,7,5,8,12,19,1
25,2,1,1,2,1,1,0
293,34,2,6,5,10,13,1
24,2,3,0,0,3,3,0
9,2,3,2,2,1,0,0
267,23,10,7,11,15,13,1
147,15,10,4,10,27,10,1
19,2,3,0,0,3,2,0
9,1,2,0,1,3,2,0
28,1,1,2,2,4,2,0
29,1,0,1,1,4,3,0
11,1,0,2,0,4,0,0
19,2,0,0,1,4,1,0
73,18,10,7,5,23,20,1
65,35,6,9,8,22,16,1
194,34,6,7,7,19,9,1
86,29,6,5,12,18,21,1
26,4,2,1,2,1,3,0
175,19,0,5,10,0,2,1
8,4,3,0,1,2,1,0
278,33,8,8,10,24,12,1
39,29,10,6,11,28,2,1
21,1,2,1,2,2,0,0
146,32,9,8,4,23,18,1
73,19,9,8,14,12,8,1
73,33,6,9,8,20,24,1
26,1,1,1,0,1,3,0
67,39,11,0,5,0,24,1
81,6,6,4,12,12,7,1
17,1,1,1,1,2,0,0
13,3,0,2,2,1,2,0
197,35,10,6,6,20,21,1
14,1,1,1,1,4,1,0
13,4,0,2,2,4,1,0
107,28,7,9,12,27,22,1
175,35,6,4,14,23,8,1
15,2,3,1,0,3,1,0
137,29,6,6,6,25,9,1
17,4,1,0,0,3,2,0
189,34,10,6,14,5,24,1
17,4,1,0,0,1,3,0
263,18,5,6,10,11,13,1
19,2,3,0,1,3,1,0
24,3,3,1,1,4,3,0
174,21,9,8,12,27,15,1
298,28,8,4,4,23,16,1
171,37,7,4,11,15,14,1
29,4,3,1,1,4,0,0
18,1,2,2,1,4,2,0
260,14,6,2,14,29,14,1
27,3,0,0,0,3,3,0
110,11,8,8,12,19,20,1
20,1,0,1,2,3,3,0
183,11,9,5,8,22,13,1
22,3,0,0,1,4,3,0
15,3,0,2,2,1,0,0
206,10,8,8,13,24,11,1
12,2,3,2,2,3,1,0
27,1,1,1,2,1,1,0
155,38,5,7,12,24,13,1
176,16,8,6,14,19,14,1
8,3,3,1,1,3,0,0
26,2,1,0,1,4,0,0
27,3,3,2,0,2,2,0
9,3,1,0,2,1,0,0
208,38,9,4,10,28,10,1
158,21,6,6,1,11,18,1
110,21,5,9,9,26,15,1
55,29,10,7,13,5,11,1
162,38,7,7,13,26,10,1
27,4,2,1,2,1,2,0
285,33,9,5,6,28,11,1
142,12,7,5,12,26,8,1
250,26,8,8,14,18,8,1
189,13,9,5,9,20,23,1
19,3,0,2,2,1,0,0
28,3,2,2,2,3,3,0
289,39,10,7,4,19,24,1
27,1,3,0,1,4,3,0
284,13,6,5,11,12,14,1
6,3,3,1,2,3,3,0
133,32,7,8,13,28,13,1
70,16,7,8,10,25,9,1
111,11,6,4,4,9,18,1
183,15,7,6,13,28,16,1
139,12,6,9,12,13,19,1
19,1,1,0,0,1,0,0
178,13,6,6,11,19,15,1
8,2,2,1,2,1,2,0
82,16,10,7,6,15,8,1
10,3,0,1,0,3,3,0
10,3,3,0,2,2,2,0
181,20,6,7,10,18,24,1
178,37,6,5,10,10,19,1
62,14,7,7,10,29,20,1
19,2,3,1,2,2,3,0
82,38,7,4,4,22,9,1
8,1,0,1,2,1,1,0
160,28,8,7,12,23,21,1
278,39,10,6,4,10,12,1
251,38,6,6,5,9,2,1
8,3,2,0,1,3,2,0
160,23,9,7,12,14,22,1
22,4,2,1,1,3,3,0
177,8,7,3,14,26,24,1
179,11,6,4,14,16,11,1
63,19,5,4,4,26,16,1
148,34,8,7,13,12,11,1
28,2,3,0,0,3,0,0
98,39,8,7,13,25,13,1
23,4,0,0,2,4,2,0
229,24,7,6,10,17,11,1
83,34,7,9,12,24,9,1
7,2,1,1,2,4,0,0
20,1,1,2,2,3,1,0
190,36,10,9,6,10,14,1
13,4,0,0,2,4,0,0
233,12,11,4,14,12,11,1
132,35,6,4,7,10,15,1
107,18,9,4,14,11,12,1
219,12,10,7,11,10,18,1
7,2,0,1,1,4,0,0
186,14,7,4,14,12,14,1
18,4,1,1,0,4,2,0
26,2,2,2,1,1,3,0
119,21,6,7,9,11,14,1
5,2,1,2,1,4,1,0
242,37,11,4,6,26,19,1
26,1,1,0,1,1,0,0
167,31,8,9,5,11,19,1
229,39,8,5,13,22,13,1
192,23,0,6,0,22,3,1
26,2,1,1,2,2,1,0
7,4,3,2,1,3,0,0
142,10,10,9,14,22,20,1
270,19,10,5,6,17,8,1
293,24,6,5,13,18,17,1
66,11,8,8,12,11,8,1
198,31,10,7,14,29,11,1
8,1,1,1,0,2,3,0
25,2,1,2,2,2,2,0
11,2,0,0,1,3,3,0
212,26,8,5,10,28,21,1
89,29,6,8,13,27,21,1
17,3,2,0,0,2,1,0
8,3,1,1,2,2,0,0
16,2,2,1,0,4,3,0
14,1,0,1,0,3,0,0
12,3,2,2,2,1,0,0
7,3,3,0,2,4,3,0
16,3,3,0,0,1,3,0
143,13,5,7,4,19,21,1
13,4,3,1,0,1,0,0
154,13,9,9,10,26,19,1
238,24,9,7,7,24,8,1
21,3,1,0,2,2,1,0
25,1,2,0,0,3,2,0
23,3,1,2,1,2,1,0
6,2,0,1,1,1,0,0
253,21,8,9,8,15,16,1
99,15,8,8,5,28,15,1
183,22,6,6,11,27,8,1
25,2,1,2,0,2,2,0
25,1,0,2,0,2,1,0
101,30,4,9,13,19,12,1
131,17,5,8,4,19,11,1
18,3,0,1,1,4,2,0
16,4,0,1,1,2,2,0
173,22,7,5,12,16,8,1
260,10,7,5,7,17,20,1
160,38,5,5,5,22,22,1
12,2,2,2,0,4,1,0
99,29,8,5,6,17,15,1
104,11,11,9,12,23,18,1
12,2,2,0,2,1,0,0
279,13,6,4,10,16,24,1
117,4,1,3,1,25,4,1
163,39,8,5,13,19,19,1
16,1,2,1,1,2,3,0
12,1,0,1,1,1,0,0
218,33,10,5,9,12,8,1
169,30,10,8,14,24,19,1
172,35,6,5,7,23,16,1
9,2,2,2,1,3,0,0
28,3,2,1,2,1,3,0
15,2,2,1,1,2,3,0
27,3,0,2,0,1,3,0
163,15,6,8,11,24,10,1
17,2,1,2,2,1,1,0
28,2,1,1,1,3,2,0
15,1,0,1,0,3,2,0
93,28,9,6,10,15,19,1
276,31,7,8,12,22,8,1
213,16,10,8,14,15,14,1
255,35,11,7,6,25,15,1
8,1,1,1,0,4,3,0
122,34,8,5,10,24,10,1
6,3,1,0,0,3,0,0
24,4,1,0,0,4,2,0
31,21,10,6,12,5,8,1
25,4,1,1,2,2,0,0
63,27,5,6,13,29,20,1
122,38,5,4,14,15,11,1
101,31,8,8,7,22,17,1
287,23,8,9,5,14,23,1
10,1,3,2,1,4,0,0
126,11,11,8,6,13,22,1
128,31,5,7,11,23,20,1
252,24,5,4,8,28,13,1
15,1,3,1,2,2,2,0
28,3,1,1,2,2,1,0
9,1,1,0,0,1,0,0
260,30,11,3,8,18,24,1
148,16,7,8,12,20,12,1
65,39,10,8,8,12,20,1
87,37,7,6,14,25,20,1
162,32,6,8,11,27,19,1
20,1,1,2,1,3,3,0
297,30,11,7,12,29,19,1
139,11,6,7,7,19,13,1
140,31,9,6,11,28,23,1
137,7,1,1,0,7,4,1
169,15,10,6,12,21,18,1
118,19,7,5,6,18,19,1
10,4,0,0,1,4,3,0
18,4,2,0,0,3,0,0
169,10,9,4,11,27,13,1
17,4,0,2,2,4,2,0
53,5,3,5,14,24,12,1
146,24,7,9,13,24,8,1
101,33,11,5,11,25,24,1
206,18,10,9,7,29,17,1
14,4,3,1,1,3,0,0
18,3,2,1,2,2,1,0
15,3,1,1,1,1,1,0
206,19,5,6,8,14,21,1
13,3,0,1,0,2,0,0
5,3,0,1,1,3,3,0
179,11,11,9,10,14,14,1
8,3,1,0,2,4,3,0
165,33,6,6,7,22,21,1
20,4,2,0,2,1,1,0
23,2,3,0,2,4,2,0
14,3,1,0,0,3,1,0
288,26,5,9,12,25,11,1
183,29,7,8,14,27,12,1
72,37,10,6,12,19,13,1
26,1,1,0,0,4,3,0
17,4,3,2,1,2,0,0
14,2,2,0,0,4,2,0
145,33,7,8,10,19,19,1
25,4,2,2,1,3,2,0
23,3,2,0,1,3,2,0
159,10,9,8,10,16,21,1
127,13,7,4,5,14,10,1
200,37,5,8,8,6,4,1
29,1,2,0,0,2,1,0
7,4,1,1,0,3,0,0
271,38,10,6,4,12,9,1
24,2,2,1,1,4,3,0
224,38,10,8,10,24,13,1
152,11,8,9,12,13,18,1
6,1,3,2,1,3,0,0
16,1,1,1,1,3,3,0
255,32,9,7,9,22,16,1
213,23,6,9,13,14,13,1
215,18,11,8,6,19,10,1
12,3,2,1,2,1,2,0
14,1,1,1,2,4,2,0
29,3,3,2,2,2,1,0
21,4,1,0,2,1,0,0
202,19,11,7,10,24,9,1
16,3,3,0,1,3,2,0
24,4,1,2,1,4,1,0
266,25,7,8,8,17,3,1
149,17,8,5,6,20,11,1
18,3,0,1,2,4,0,0
21,3,1,1,0,2,1,0
28,4,0,2,2,4,0,0
77,29,7,9,12,13,18,1
88,20,11,5,5,24,10,1
14,3,2,1,2,4,0,0
108,12,7,4,10,15,10,1
26,2,2,2,0,2,0,0
6,4,3,0,1,3,3,0
8,2,1,1,2,4,3,0
17,3,1,1,0,4,1,0
5,4,2,0,1,1,0,0
221,15,11,8,4,23,15,1
281,10,8,5,10,12,18,1
177,34,8,6,11,10,13,1
281,16,7,4,5,23,21,1
75,19,9,4,13,21,23,1
17,1,2,1,0,2,1,0
26,4,0,2,1,1,0,0
287,29,8,9,12,28,21,1
277,11,10,8,8,21,8,1
243,39,10,4,5,19,22,1
210,17,8,9,4,10,8,1
17,1,0,1,0,4,3,0
271,36,10,8,4,27,21,1
13,1,0,0,1,2,0,0
29,1,0,0,2,4,0,0
6,2,2,1,0,3,3,0
22,2,2,0,0,1,3,0
9,4,1,1,0,4,2,0
204,18,6,9,11,27,8,1
189,34,8,9,11,29,23,1
24,4,0,2,2,2,2,0
205,33,7,9,12,24,15,1
136,23,11,4,14,29,20,1
29,3,2,2,0,3,0,0
17,4,1,0,1,3,3,0
19,2,3,1,0,3,1,0
74,32,5,7,10,14,11,1
18,1,3,2,0,3,0,0
125,13,6,5,4,15,22,1
92,23,11,7,5,20,24,1
162,22,11,5,7,29,23,1
275,21,8,3,2,4,8,1
26,2,2,2,2,4,1,0
29,4,2,0,2,4,0,0
195,29,11,8,4,10,18,1
17,4,1,2,2,4,2,0
253,19,6,4,11,26,21,1
189,19,6,5,6,23,10,1
221,11,5,5,13,15,11,1
15,1,0,2,0,3,3,0
18,3,1,2,1,3,2,0
191,24,8,5,7,10,15,1
13,4,2,2,0,4,0,0
16,4,2,2,0,3,3,0
22,3,0,2,0,2,2,0
20,3,2,0,1,2,1,0
251,31,10,6,14,12,24,1
21,3,3,2,2,1,2,0
215,23,6,8,5,10,20,1
13,3,3,1,0,3,0,0
27,4,0,0,0,4,3,0
212,36,9,5,4,29,10,1
239,33,6,5,5,15,21,1
16,4,0,2,2,4,3,0
25,3,1,0,2,2,3,0
185,15,8,5,11,28,9,1
136,19,7,8,10,28,16,1
19,17,8,1,8,22,5,1
11,3,0,2,0,4,0,0
28,1,2,2,2,3,1,0
21,2,0,1,2,1,1,0
159,35,5,9,11,23,20,1
176,36,6,8,9,26,8,1
5,3,3,0,1,4,1,0
154,26,6,7,13,29,23,1
20,2,0,0,1,1,0,0
98,31,6,8,4,18,8,1
136,23,5,6,9,24,12,1
10,2,3,2,1,2,0,0
151,29,11,9,13,19,8,1
96,19,11,6,14,27,13,1
202,20,10,8,8,13,18,1
147,13,0,6,0,15,21,1
8,2,2,0,1,3,0,0
247,2,0,3,4,23,16,1
292,30,7,7,9,18,11,1
120,26,7,7,14,24,20,1
160,35,9,7,14,26,17,1
215,16,6,7,4,26,12,1
15,4,2,2,2,3,3,0
29,3,3,1,0,3,1,0
61,35,10,5,8,8,13,1
122,17,9,6,7,28,20,1
13,4,0,0,2,2,3,0
188,14,7,4,12,21,22,1
83,25,10,6,6,26,19,1
191,30,7,8,11,29,20,1
224,29,6,8,4,22,14,1
97,9,5,1,6,29,13,1
25,3,2,1,2,1,2,0
9,1,0,2,0,2,1,0
14,1,1,2,1,3,0,0
66,26,7,4,11,27,16,1
279,39,9,2,0,13,0,1
83,35,5,9,9,24,9,1
168,11,6,7,7,20,20,1
155,28,7,9,14,26,12,1
6,2,2,1,0,3,2,0
297,21,6,8,6,24,22,1
11,3,0,2,2,1,1,0
22,4,0,1,0,2,0,0
10,2,0,1,1,3,1,0
12,3,1,0,2,2,0,0
173,13,10,4,7,20,24,1
201,28,11,9,12,26,14,1
25,2,1,2,0,1,2,0
263,27,5,8,12,19,20,1
22,2,2,0,2,1,1,0
193,31,10,4,4,19,14,1
242,23,5,5,13,14,18,1
12,4,1,2,1,1,3,0
219,14,10,7,7,20,8,1
6,4,2,2,2,3,3,0
14,3,2,1,0,4,3,0
17,2,1,6,9,1,15,1
246,23,10,9,10,13,22,1
200,27,9,5,14,12,19,1
206,23,3,0,9,20,21,1
25,3,3,0,0,2,2,0
5,1,2,2,0,4,3,0
211,17,8,7,7,19,24,1
20,2,2,1,0,1,1,0
19,2,3,0,0,2,2,0
9,3,0,2,1,2,2,0
131,25,8,8,12,22,23,1
26,2,1,0,0,2,0,0
8,1,3,0,2,2,1,0
16,1,0,1,1,1,2,0
235,31,8,3,14,15,17,1
12,2,0,2,2,3,1,0
135,34,10,7,13,25,23,1
163,10,7,8,14,29,24,1
166,31,7,9,11,14,4,1
238,29,11,5,5,10,20,1
8,2,1,2,2,3,0,0
19,2,2,1,1,1,2,0
143,32,11,5,5,13,12,1
136,20,1,1,3,0,14,1
244,19,8,9,9,21,13,1
16,2,3,2,1,1,0,0
25,2,2,2,0,1,2,0
203,27,5,5,13,25,12,1
11,3,3,2,2,1,1,0
13,5,1,0,3,12,4,0
199,25,6,4,14,29,10,1
26,4,0,1,1,2,2,0
10,4,0,0,2,1,2,0
248,15,10,5,12,29,18,1
224,14,6,7,4,11,23,1
14,4,0,2,0,4,1,0
272,26,7,6,7,28,10,1
16,3,2,1,0,2,3,0
62,31,8,5,5,27,11,1
35,28,7,0,12,24,1,1
196,2,0,3,7,6,22,1
109,32,11,6,10,18,12,1
22,4,0,0,0,3,3,0
221,19,11,5,7,24,15,1
7,1,2,1,2,2,3,0
14,3,3,2,2,1,2,0
248,12,9,4,6,22,18,1
89,12,5,6,4,29,21,1
260,12,7,5,10,15,24,1
206,28,11,4,6,21,11,1
259,10,9,9,6,13,23,1
27,1,1,2,0,2,3,0
75,27,9,4,14,27,22,1
23,1,1,0,2,4,0,0
26,2,3,2,0,3,2,0
6,4,1,1,0,4,0,0
77,12,11,3,0,5,15,1
18,2,1,2,2,2,2,0
105,14,9,5,5,13,24,1
118,14,9,9,8,23,21,1
26,4,2,0,0,2,3,0
24,4,2,0,2,3,2,0
268,13,7,6,12,11,13,1
15,2,2,0,1,2,2,0
24,1,1,1,0,4,2,0
27,2,1,2,0,2,0,0
11,3,0,2,0,3,1,0
150,24,8,8,4,13,12,1
10,3,1,1,0,3,3,0
250,28,10,4,11,28,14,1
291,17,5,4,14,13,23,1
22,3,3,1,1,1,2,0
9,1,1,0,2,3,1,0
285,15,11,8,8,28,11,1
11,1,0,2,0,2,0,0
12,4,0,0,2,3,1,0
19,2,3,1,1,3,2,0
277,36,6,5,10,23,22,1
5,3,1,2,1,3,0,0
5,4,0,2,0,2,2,0
172,26,11,9,4,18,17,1
20,2,0,2,2,1,3,0
242,28,11,7,8,11,11,1
65,23,5,7,14,14,11,1
290,34,9,9,14,26,17,1
187,10,8,7,13,10,17,1
291,19,9,3,14,0,16,1
15,4,0,2,0,4,0,0
18,4,0,2,2,3,2,0
26,2,0,2,2,4,1,0
232,11,8,4,12,12,14,1
168,18,11,4,14,22,16,1
223,11,11,4,4,14,12,1
65,22,2,2,3,24,24,1
104,22,10,6,7,19,10,1
27,3,0,1,2,1,2,0
110,24,9,7,13,18,19,1
24,4,0,2,2,3,3,0
281,37,11,7,13,11,13,1
82,38,10,8,9,16,0,1
206,22,6,5,4,18,19,1
25,35,3,4,1,11,24,1
17,3,1,1,0,2,3,0
206,11,6,8,11,18,21,1
27,3,0,2,0,3,1,0
268,16,10,7,10,22,11,1
24,2,1,2,1,3,1,0
21,1,3,1,2,1,3,0
133,19,5,6,7,12,18,1
286,33,10,4,12,22,17,1
285,19,6,7,5,14,16,1
12,1,2,1,1,3,2,0
108,13,6,9,7,21,15,1
155,38,7,4,8,20,10,1
18,2,2,0,2,2,2,0
88,12,8,4,12,28,13,1
12,3,0,1,2,1,0,0
21,2,1,1,1,1,3,0
84,26,7,8,5,23,18,1
127,24,10,7,11,29,14,1
93,38,9,6,10,25,23,1
18,2,2,1,1,2,3,0
13,3,3,0,0,1,2,0
6,1,0,0,0,4,2,0
92,23,9,6,5,24,17,1
184,26,8,6,9,18,15,1
10,1,3,1,0,2,0,0
22,3,2,2,0,4,0,0
261,32,6,7,6,22,22,1
11,4,3,2,1,2,3,0
13,2,2,0,1,2,2,0
159,24,8,5,9,17,9,1
28,2,1,0,2,3,3,0
254,17,7,6,5,26,21,1
33,18,3,9,13,1,7,1
216,14,11,5,4,18,23,1
160,14,4,8,4,13,21,1
114,25,11,6,8,17,23,1
21,3,2,1,0,2,0,0
9,1,2,1,0,4,1,0
7,3,3,2,1,4,2,0
12,1,0,2,1,4,0,0
56,9,3,0,10,0,19,1
26,4,1,2,0,1,1,0
214,23,5,6,13,21,24,1
93,10,6,8,11,27,14,1
170,39,9,3,14,5,7,1
28,1,2,1,2,2,0,0
20,1,0,0,2,1,2,0
251,10,8,6,12,19,21,1
99,10,5,8,5,11,9,1
113,18,10,6,14,17,13,1
26,1,3,2,0,2,1,0
14,1,0,1,1,2,2,0
237,28,11,4,11,23,11,1
71,11,5,7,13,25,14,1
92,28,11,6,10,17,8,1
217,15,9,7,10,11,22,1
29,2,0,1,2,1,1,0
21,3,1,2,0,3,0,0
17,2,2,1,1,1,2,0
140,13,10,9,14,28,14,1
28,2,0,0,2,2,2,0
6,1,2,0,0,2,2,0
250,32,8,5,7,13,11,1
12,2,2,1,1,4,0,0
157,11,10,9,11,27,12,1
247,32,6,9,1,21,0,1
108,18,7,7,5,17,17,1
7,4,0,2,1,2,2,0
254,23,5,8,9,19,8,1
5,1,0,0,2,3,1,0
10,4,2,1,2,4,0,0
256,29,9,5,14,16,17,1
16,2,2,1,0,1,3,0
78,14,6,6,5,10,22,1
256,13,10,5,7,11,14,1
5,3,1,1,0,2,3,0
19,4,3,1,0,4,3,0
213,24,10,8,14,15,21,1
15,2,3,2,1,1,3,0
130,14,8,4,11,17,18,1
21,1,1,2,1,2,0,0
10,3,2,1,2,3,3,0
11,3,1,0,0,1,0,0
25,1,1,0,1,4,0,0
210,26,8,7,5,14,11,1
13,2,3,0,2,4,3,0
48,32,2,0,14,1,9,1
10,2,1,2,0,1,3,0
210,34,7,8,6,10,8,1
191,35,10,8,11,12,23,1
233,13,10,6,4,21,16,1
245,39,5,6,14,20,16,1
19,1,3,0,1,4,0,0
184,24,6,9,10,22,16,1
74,22,6,9,13,15,13,1
28,1,1,1,2,4,3,0
229,19,5,7,10,10,19,1
7,2,3,2,0,1,1,0
198,15,8,9,4,15,8,1
24,3,2,0,2,4,3,0
8,1,2,2,0,1,2,0
248,15,6,7,4,19,21,1
92,26,6,9,14,18,12,1
246,35,5,7,10,21,23,1
137,28,11,9,13,29,10,1
60,19,8,4,5,22,15,1
266,33,5,5,4,25,14,1
194,20,6,6,7,17,15,1
27,2,2,1,0,2,2,0
26,4,2,0,2,2,2,0
61,35,6,4,7,19,12,1
15,2,1,1,0,1,3,0
241,34,5,7,12,17,14,1
23,2,3,1,1,4,1,0
28,3,3,0,1,1,1,0
25,4,3,0,2,2,2,0
110,24,11,5,6,20,15,1
26,1,0,0,1,1,2,0
108,29,7,1,14,28,7,1
155,16,10,5,6,11,17,1
120,18,9,4,5,12,15,1
262,21,10,6,13,29,12,1
177,15,9,4,7,21,20,1
6,2,1,0,1,4,3,0
26,4,3,2,1,4,2,0
63,10,9,8,14,21,24,1
28,3,1,0,1,1,3,0
8,1,1,1,1,4,0,0
287,31,9,7,9,16,21,1
28,1,2,1,1,3,1,0
17,4,1,2,0,4,2,0
5,4,0,2,1,4,2,0
28,3,2,0,1,3,0,0
26,3,3,1,0,3,3,0
14,4,3,0,2,4,3,0
261,13,10,9,7,13,22,1
189,30,9,7,13,14,18,1
258,19,8,5,6,13,10,1
10,3,0,1,2,1,3,0
291,17,11,8,13,12,17,1
8,4,1,0,1,1,1,0
18,2,1,0,0,3,3,0
188,9,11,8,1,29,9,1
